Filename,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Spyware-TIBS-4e65b0d172187e6938edfb8f499cde610cc5a34985b4ba9b309e5c7069e7b8bd-4.raw,0.0,0.0,0.6906647026330326,,0.6658292462873536,0.04108108108108108,0.7909090909090911,0.0299154563190982,0.6424258474085829,,0.16269284712482468,0.033013205282112844,0.0,0.032818532818532815,0.10574712643678161,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-3ba4be964cd4c7a5ef3da7abfed484aacf492d7eb879c54e79db734db7a1f3cf-5.raw,0.0,0.0,0.6184864665807401,,0.634611800194623,0.04108108108108108,0.7909090909090911,0.013006720138738348,0.6090221108198476,,0.16269284712482468,0.01680672268907563,0.0,0.032818532818532815,0.006896551724137931,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-0f624c1b97ad1d04f9173ecb49bb1ac94277c66c6879746033efa0d49952742a-2.raw,0.0,0.0,0.9742220585527528,,0.7782920969547552,0.04108108108108108,0.7909090909090911,0.09083026230218946,0.7627649497346682,,0.1767180925666199,0.08343337334933974,0.0,0.032818532818532815,0.34942528735632183,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-3b63fad1545031b6e3e133a2f900fb18873bbee514e0b3ce8417d33afe1bce31-10.raw,0.17647058823529413,0.14285714285714285,0.61369913459768,,0.9521892806379794,0.40864864864864864,0.9816770186335404,0.5300238456535877,0.9488408926552521,,0.26367461430575034,0.6584633853541416,0.2962962962962963,0.44594594594594594,0.4850574712643678,0.23636363636363636,0.6918604651162791,0.5098039215686274,0.3709677419354839,0.45038167938931295,0.38095238095238093,0.34375,0.38095238095238093,0.38600461458381397,0.243652706029865,0.38600461458381397,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2327563936967193,0.18309859154929575,0.28949579831932754,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-0f624c1b97ad1d04f9173ecb49bb1ac94277c66c6879746033efa0d49952742a-10.raw,0.17647058823529413,0.14285714285714285,0.5772417602651445,,0.9487302046515136,0.4172972972972973,0.9996894409937888,0.527639280294819,0.9451395628684048,,0.26367461430575034,0.6602641056422569,0.2962962962962963,0.44594594594594594,0.4459770114942529,0.23636363636363636,0.6918604651162791,0.5098039215686274,0.3709677419354839,0.48091603053435117,0.38095238095238093,0.34375,0.38095238095238093,0.3777425203109119,0.22915616694455151,0.3777425203109119,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2327563936967193,0.18309859154929575,0.28949579831932754,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-8.raw,0.14705882352941177,0.07142857142857142,0.6612587546117282,,0.9695545408932662,0.34054054054054056,0.9409822866344602,0.48406676783004554,0.9674223159286156,,0.26227208976157085,0.6224489795918368,0.25925925925925924,0.4247104247104247,0.4459770114942529,0.2,0.4331395348837209,0.45098039215686275,0.34946236559139787,0.4122137404580153,0.3333333333333333,0.296875,0.3333333333333333,0.36775744136466787,0.24085614088555193,0.36775744136466787,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2555756479807115,0.1966614501825767,0.3156136528685546,1.0,1.0,1.0,,1.0,1.0,,0.8181818181818182,1.0,,
Spyware-TIBS-0f624c1b97ad1d04f9173ecb49bb1ac94277c66c6879746033efa0d49952742a-8.raw,0.14705882352941177,0.07142857142857142,0.6570579048943991,,0.9718372981099235,0.3481081081081081,0.9573268921095008,0.48558421851289835,0.9698649443401374,,0.26227208976157085,0.6308523409363745,0.25925925925925924,0.4247104247104247,0.4459770114942529,0.2,0.4331395348837209,0.45098039215686275,0.34946236559139787,0.44274809160305345,0.3333333333333333,0.296875,0.3333333333333333,0.3602483604917942,0.22751706616255335,0.3602483604917942,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2555756479807115,0.1966614501825767,0.3156136528685546,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-3b63fad1545031b6e3e133a2f900fb18873bbee514e0b3ce8417d33afe1bce31-4.raw,0.0,0.0,0.6700423494752348,,0.6602261149373764,0.04108108108108108,0.7909090909090911,0.026880554953392585,0.6364303049439382,,0.16269284712482468,0.03181272509003601,0.0,0.032818532818532815,0.07586206896551724,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-3ba4be964cd4c7a5ef3da7abfed484aacf492d7eb879c54e79db734db7a1f3cf-6.raw,0.0,0.0,0.6648867611857852,,0.6870411006836963,0.04432432432432432,0.7995059288537549,0.04140472577498374,0.6651232581675954,,0.16830294530154277,0.07082833133253301,0.0,0.03861003861003861,0.06896551724137931,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.021505376344086023,0.061068702290076333,0.23809523809523808,0.15625,0.23809523809523808,0.523978816875774,0.4344045308964054,0.523978816875774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-10.raw,0.17647058823529413,0.14285714285714285,0.5731909408948628,,0.9430698984918429,0.40864864864864864,0.9816770186335404,0.5237372642531974,0.939082841399019,,0.26367461430575034,0.6518607442977191,0.2962962962962963,0.44594594594594594,0.4413793103448276,0.23636363636363636,0.6918604651162791,0.5098039215686274,0.3709677419354839,0.45038167938931295,0.38095238095238093,0.34375,0.38095238095238093,0.38600461458381397,0.243652706029865,0.38600461458381397,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2327563936967193,0.18309859154929575,0.28949579831932754,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
Spyware-TIBS-4b3f335e9a8b663f8c39314ce147f474d53abdbd1fccdd262097b640b4a11342-6.raw,0.0,0.0,0.6545755846068864,,0.6842395350087076,0.04432432432432432,0.7995059288537549,0.039887275092130935,0.6621254869352731,,0.16830294530154277,0.06962785114045618,0.0,0.03861003861003861,0.059770114942528735,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.021505376344086023,0.061068702290076333,0.23809523809523808,0.15625,0.23809523809523808,0.523978816875774,0.4344045308964054,0.523978816875774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-1.raw,0.0,0.0,0.9535997053949548,,0.7630835975762454,0.03891891891891892,0.7851778656126482,0.08259267288098851,0.7464913344734895,,0.17391304347826086,0.06542617046818727,0.0,0.017374517374517374,0.32413793103448274,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.19047619047619047,0.125,0.19047619047619047,0.4189987635880066,0.34291252176356324,0.4189987635880066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.3023172905525847,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-1f1f72fe1f6c70cc59e2a4c2b95df0da7c4eb26381c2eed8445227f40db3f7a1-3.raw,0.0,0.0,0.9793776468422024,,0.7482753218655911,0.04108108108108108,0.7909090909090911,0.07457186212876653,0.7306459722454997,,0.16690042075736325,0.07683073229291716,0.0,0.032818532818532815,0.3632183908045977,0.01818181818181818,0.020348837209302327,0.0196078431372549,0.010752688172043012,0.061068702290076333,0.21428571428571427,0.140625,0.21428571428571427,0.4724320173716093,0.3901419099051962,0.4724320173716093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.4007890843333884,0.2829705505761845,0.4818181818181817,0.0,0.6363636363636364,0.5,,0.6666666666666666,0.6666666666666666,,0.18181818181818182,1.0,,
Spyware-TIBS-3a9761469b4af524762205221f937a180f559960410e9f87fbfe6f68d9eb2adf-7.raw,0.14705882352941177,0.07142857142857142,0.6654596043290577,,0.9780333534122791,0.34486486486486484,0.9503220611916272,0.4897030132234988,0.9764949357428399,,0.26227208976157085,0.6296518607442977,0.25925925925925924,0.4247104247104247,0.4574712643678161,0.2,0.4331395348837209,0.45098039215686275,0.34946236559139787,0.42748091603053434,0.3333333333333333,0.296875,0.3333333333333333,0.3634562067807559,0.23321546015681177,0.3634562067807559,0.011235955056179775,4.630058338735068e-05,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2555756479807115,0.1966614501825767,0.3156136528685546,1.0,1.0,1.0,,1.0,1.0,,0.7272727272727273,1.0,,
