timestamp,hostname,endpoint_id,os_type,pid,ppid,process_name,cmd,cpu_percent,memory,risk_score,label
1747112853,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,937,1,MTLAssetUpgraderD,/usr/libexec/MTLAssetUpgraderD,0.0,13172736,0.0,0.0
1747112894,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,16218,1,FamilySettings,/System/Library/ExtensionKit/Extensions/FamilySettings.appex/Contents/MacOS/FamilySettings,0.0,45957120,0.0,0.0
1747112985,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,466,1,Safari,/System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/MacOS/Safari,6.4,272842752,0.0,0.0
1747118967,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4792,4299,malware_205.vbs,C:\Temp\malware_205.vbs,59.01,634618972,,
1747112828,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,556,1,com.apple.dock.extra,/System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra,0.0,38600704,0.0,0.0
1747121014,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4035,2103,system_23.ps1,C:\Temp\system_23.ps1,60.7,525987733,,
1747119081,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4670,4224,driver_301.hta,C:\Users\Public\driver_301.hta,58.57,53535753,,
1747121276,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3533,3420,payload_135.jar,C:\Temp\payload_135.jar,6.12,502583571,,
1747112985,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1665,1,VTDecoderXPCService,/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService,0.0,6356992,0.0,0.0
1747112934,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,458,1,corespotlightd,/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd,0.2,158466048,0.0,0.0
1747112949,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,485,1,donotdisturbd,/System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd,0.0,26607616,0.0,0.0
1747119256,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2718,433,service_50.lnk,C:\Users\Public\service_50.lnk,43.46,223892627,,
1747119894,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3975,3693,system_75.lnk,C:\AppData\system_75.lnk,25.04,724711579,,
1747120206,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2356,817,task_139.hta,C:\Recycle Bin\task_139.hta,10.82,341520332,,
1747113005,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1281,1,SafariLinkExtension,/System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariLinkExtension.appex/Contents/MacOS/SafariLinkExtension,0.0,11141120,0.0,0.0
1747119945,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2393,1079,update_262.pif,C:\AppData\update_262.pif,61.86,518359085,,
1747120800,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3242,79,payload_256.lnk,C:\AppData\payload_256.lnk,50.28,141530418,,
1747112985,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,16279,1,com.apple.WebKit.WebContent,/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent,0.0,59146240,0.0,0.0
1747112833,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,939,930,Code Helper,"/private/var/folders/1g/wqnrzxcn43z2sgcvgbtwy28r0000gn/T/AppTranslocation/8A9296ED-5E59-48DB-8C5E-73613FABA55F/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/jermainebaker/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files --field-trial-handle=1718379636,r,1996932021323151898,3353136425956139680,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --seatbelt-client=39",0.0,24707072,0.0,0.0
1747119080,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1889,1477,svchost_169.vbs,C:\AppData\svchost_169.vbs,51.34,357628417,,
1747112934,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1256,1,com.apple.DictionaryServiceHelper,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/XPCServices/com.apple.DictionaryServiceHelper.xpc/Contents/MacOS/com.apple.DictionaryServiceHelper,0.0,2867200,0.0,0.0
1747120852,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2590,2198,config_220.dll,C:\Temp\config_220.dll,73.4,376351474,,
1747113005,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,571,1,Keychain Circle Notification,/System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification,0.0,19365888,0.0,0.0
1747121374,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2309,703,kernel_243.exe,C:\Recycle Bin\kernel_243.exe,46.9,199725199,,
1747118640,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2644,1038,system_300.js,C:\ProgramData\system_300.js,3.52,615780342,,
1747112823,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,716,1,PlugInLibraryService,/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService,0.0,2883584,0.0,0.0
1747113000,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,960,1,IntelligencePlatformComputeService,/System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService,0.0,25444352,0.0,0.0
1747119314,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2659,37,exploit_112.scr,C:\AppData\exploit_112.scr,85.04,675321990,,
1747112934,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,416,1,distnoted,/usr/sbin/distnoted agent,0.1,5996544,0.0,0.0
1747113020,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,5530,1,EscrowSecurityAlert,/System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert,0.0,11108352,0.0,0.0
1747112848,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,440,1,trustd,/usr/libexec/trustd --agent,0.0,19333120,0.0,0.0
1747112863,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,953,1,WardaSynthesizer_x86_64,"/System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_x86_64.appex/Contents/MacOS/WardaSynthesizer_x86_64 -AppleLanguages (""en-US"")",0.0,1638400,0.0,0.0
1747121862,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1853,393,service_343.scr,C:\Temp\service_343.scr,67.65,89680909,,
1747112944,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,546,1,com.apple.accessibility.mediaaccessibilityd,/System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd,0.0,4489216,0.0,0.0
1747112990,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,542,1,localizationswitcherd,/System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd,0.0,8257536,0.0,0.0
1747112853,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,438,1,ContextStoreAgent,/System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent,0.0,29212672,0.0,0.0
1747113015,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,427,1,com.apple.sbd,/System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd,0.0,13664256,0.0,0.0
1747113036,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,507,1,extensionkitservice,/System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice,0.0,5914624,0.0,0.0
1747121681,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1444,924,install_146.lnk,C:\Recycle Bin\install_146.lnk,63.87,525063798,,
1747122164,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4846,2858,monitor_56.ps1,C:\Users\Public\monitor_56.ps1,32.98,701699969,,
1747118788,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2078,1192,payload_80.jar,C:\Temp\payload_80.jar,28.93,723749298,,
1747121573,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3080,1535,kernel_172.hta,C:\AppData\kernel_172.hta,34.06,405514086,,
1747112965,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,483,1,iCloudNotificationAgent,/System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent,0.0,23347200,0.0,0.0
1747112853,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,649,1,StocksWidget,/System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget,0.0,33783808,0.0,0.0
1747112889,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,476,1,accountsd,/System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd,0.0,56836096,0.0,0.0
1747112894,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,16122,1,VisualizerService_x86,/System/Applications/Music.app/Contents/XPCServices/VisualizerService_x86.xpc/Contents/MacOS/VisualizerService_x86,0.0,8949760,0.0,0.0
1747119757,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4034,1980,malware_113.jar,C:\AppData\malware_113.jar,64.41,176065222,,
1747118936,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1497,1102,system_89.ps1,C:\AppData\system_89.ps1,29.75,277751168,,
1747119056,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3265,2066,malware_409.dll,C:\Users\Public\malware_409.dll,36.1,708578925,,
1747112838,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,15269,1,storekitagent,/System/Library/Frameworks/StoreKit.framework/Support/storekitagent,0.0,26968064,0.0,0.0
1747121181,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4539,4181,monitor_309.scr,C:\ProgramData\monitor_309.scr,57.15,153178496,,
1747121476,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1238,16,task_127.pif,C:\AppData\task_127.pif,9.2,402958104,,
1747112949,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1282,1,MessagesActionExtension,/System/Applications/Messages.app/Contents/Extensions/MessagesActionExtension.appex/Contents/MacOS/MessagesActionExtension,0.0,17580032,0.0,0.0
1747112909,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,484,1,financed,/System/Library/Frameworks/FinanceKit.framework/financed,0.0,18104320,0.0,0.0
1747118983,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2165,837,script_474.hta,C:\ProgramData\script_474.hta,27.37,573992153,,
1747118869,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4635,159,update_355.scr,C:\Temp\update_355.scr,4.42,253246275,,
1747119134,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2750,971,svchost_478.vbs,C:\ProgramData\svchost_478.vbs,43.59,671966901,,
1747113000,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,514,1,akd,/System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd,0.0,27836416,0.0,0.0
1747119533,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1166,209,setup_24.vbs,C:\Temp\setup_24.vbs,79.01,515728596,,
1747119324,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1291,7,system_199.bat,C:\AppData\system_199.bat,8.25,380325144,,
1747121073,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4768,1222,payload_274.exe,C:\AppData\payload_274.exe,64.44,419793859,,
1747122114,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3747,937,update_303.exe,C:\Recycle Bin\update_303.exe,33.53,698970518,,
1747112995,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,595,1,ollama,/opt/homebrew/opt/ollama/bin/ollama serve,0.0,21397504,0.0,0.0
1747122030,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3964,1955,update_42.bat,C:\Temp\update_42.bat,56.13,319095910,,
1747119638,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3217,1989,update_443.dll,C:\AppData\update_443.dll,35.83,557381900,,
1747112975,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,2896,1,com.apple.audio.SandboxHelper,/System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper,0.0,3817472,0.0,0.0
1747119622,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3946,2860,install_307.pif,C:\Recycle Bin\install_307.pif,76.95,174689523,,
1747112848,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,986,930,Code Helper (Plugin),"/private/var/folders/1g/wqnrzxcn43z2sgcvgbtwy28r0000gn/T/AppTranslocation/8A9296ED-5E59-48DB-8C5E-73613FABA55F/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --inspect-port=0 --user-data-dir=/Users/jermainebaker/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files --field-trial-handle=1718379636,r,1996932021323151898,3353136425956139680,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess",0.1,481509376,6.0,0.0
1747122044,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4035,1057,malware_14.jar,C:\ProgramData\malware_14.jar,83.79,149316599,,
1747112924,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,17966,1,AvatarPickerMemojiPicker,"/System/iOSSupport/System/Library/PrivateFrameworks/AvatarUI.framework/PlugIns/AvatarPickerMemojiPicker.appex/Contents/MacOS/AvatarPickerMemojiPicker -AppleLanguages (""en-US"")",0.0,68927488,0.0,0.0
1747112980,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,17984,17945,Steam Helper,"/Users/jermainebaker/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper --type=renderer --locales-dir-path=/Users/jermainebaker/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/Frameworks/Steam Helper.app/Contents//bin/locales --user-agent-product=Valve Steam Client --user-data-dir=/Users/jermainebaker/Library/Application Support/Steam/config/htmlcache --buildid=1745876290 --steamid=0 --valve-initial-threadpool-size=20 --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1747063897865005 --launch-time-ticks=48978608307 --shared-files --field-trial-handle=1718379636,r,1740280637600812251,11031083415003555219,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BackForwardCache,DcheckIsFatal,DocumentPictureInPictureAPI,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC --variations-seed-version --log-file=/Users/jermainebaker/Library/Application Support/Steam/logs/cef_log.txt --seatbelt-client=149",0.2,243056640,0.0,0.0
1747112889,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,599,1,AirPlayUIAgent,/System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd,0.0,18153472,0.0,0.0
1747112848,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,643,1,contentlinkingd,/System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd,0.0,14254080,0.0,0.0
1747112995,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1256,1,com.apple.DictionaryServiceHelper,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/XPCServices/com.apple.DictionaryServiceHelper.xpc/Contents/MacOS/com.apple.DictionaryServiceHelper,0.0,2867200,0.0,0.0
1747112960,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,15213,1,studentd,/usr/libexec/studentd,0.0,39747584,0.0,0.0
1747120182,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4956,1736,install_351.scr,C:\ProgramData\install_351.scr,37.35,697266976,,
1747112874,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,2951,1,MessagesBlastDoorService,/System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService,0.0,83771392,0.0,0.0
1747121920,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3948,1296,exploit_266.pif,C:\ProgramData\exploit_266.pif,65.61,342965398,,
1747112944,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1089,986,Code Helper (Plugin),/private/var/folders/1g/wqnrzxcn43z2sgcvgbtwy28r0000gn/T/AppTranslocation/8A9296ED-5E59-48DB-8C5E-73613FABA55F/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --ms-enable-electron-run-as-node /Users/jermainebaker/.vscode/extensions/bradlc.vscode-tailwindcss-0.14.16/dist/tailwindServer.js --node-ipc --clientProcessId=986,0.0,49872896,5.0,0.0
1747121685,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2166,1278,script_298.scr,C:\Temp\script_298.scr,61.05,408752673,,
1747112960,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,560,1,NewsToday2,"/System/Applications/News.app/Contents/PlugIns/NewsToday2.appex/Contents/MacOS/NewsToday2 -AppleLanguages (""en-US"")",0.0,75513856,0.0,0.0
1747112985,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,940,930,Code Helper (Renderer),"/private/var/folders/1g/wqnrzxcn43z2sgcvgbtwy28r0000gn/T/AppTranslocation/8A9296ED-5E59-48DB-8C5E-73613FABA55F/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/jermainebaker/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/private/var/folders/1g/wqnrzxcn43z2sgcvgbtwy28r0000gn/T/AppTranslocation/8A9296ED-5E59-48DB-8C5E-73613FABA55F/d/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --first-renderer-process --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1747039551578864 --launch-time-ticks=88000613 --shared-files --field-trial-handle=1718379636,r,1996932021323151898,3353136425956139680,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:8078db25-8a55-43bb-a228-17fdcf3c5259 --seatbelt-client=53",0.6,342278144,0.0,0.0
1747121247,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1783,1688,update_22.jar,C:\AppData\update_22.jar,79.14,263745038,,
1747122055,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2538,1094,kernel_187.dll,C:\ProgramData\kernel_187.dll,32.31,480129256,,
1747120883,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,4674,1167,exploit_418.ps1,C:\Users\Public\exploit_418.ps1,62.68,212978644,,
1747112858,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,618,1,TextInputSwitcher,/System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher,0.0,19726336,0.0,0.0
1747112970,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,2899,1,com.apple.audio.SandboxHelper,/System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper,0.0,3817472,0.0,0.0
1747112990,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,428,1,universalaccessd,/usr/sbin/universalaccessd launchd -s,0.0,17940480,0.0,0.0
1747112909,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,601,1,diagnostics_agent,/System/Library/CoreServices/diagnostics_agent,0.0,14974976,0.0,0.0
1747112939,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,16211,1,Appearance,/System/Library/ExtensionKit/Extensions/Appearance.appex/Contents/MacOS/Appearance,0.0,46874624,0.0,0.0
1747113031,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,17984,17945,Steam Helper,"/Users/jermainebaker/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper --type=renderer --locales-dir-path=/Users/jermainebaker/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/Frameworks/Steam Helper.app/Contents//bin/locales --user-agent-product=Valve Steam Client --user-data-dir=/Users/jermainebaker/Library/Application Support/Steam/config/htmlcache --buildid=1745876290 --steamid=0 --valve-initial-threadpool-size=20 --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1747063897865005 --launch-time-ticks=48978608307 --shared-files --field-trial-handle=1718379636,r,1740280637600812251,11031083415003555219,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BackForwardCache,DcheckIsFatal,DocumentPictureInPictureAPI,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC --variations-seed-version --log-file=/Users/jermainebaker/Library/Application Support/Steam/logs/cef_log.txt --seatbelt-client=149",0.0,243056640,0.0,0.0
1747121132,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3805,3521,task_406.jar,C:\Recycle Bin\task_406.jar,26.88,611118164,,
1747113005,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,495,1,transparencyd,/usr/libexec/transparencyd,0.0,35045376,0.0,0.0
1747120393,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2269,1013,exploit_426.scr,C:\Recycle Bin\exploit_426.scr,14.7,732325478,,
1747119104,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2880,907,monitor_291.jar,C:\ProgramData\monitor_291.jar,59.61,283054983,,
1747121981,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3029,517,install_162.dll,C:\Users\Public\install_162.dll,34.51,175204358,,
1747120399,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3872,1117,svchost_183.exe,C:\Users\Public\svchost_183.exe,27.52,352462062,,
1747119156,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,1083,956,update_455.hta,C:\Temp\update_455.hta,81.5,238786522,,
1747112929,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1276,1,weatherd,/System/Library/PrivateFrameworks/WeatherDaemon.framework/weatherd,0.0,10485760,0.0,0.0
1747112980,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,15269,1,storekitagent,/System/Library/Frameworks/StoreKit.framework/Support/storekitagent,0.0,26968064,0.0,0.0
1747112929,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,4280,1,MTLCompilerService,/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService,0.0,4325376,0.0,0.0
1747120043,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,3317,2306,system_272.lnk,C:\ProgramData\system_272.lnk,17.15,411573690,,
1747112975,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,552,1,contactsd,/System/Library/Frameworks/Contacts.framework/Support/contactsd,0.0,63635456,0.0,0.0
1747121386,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,windows,2730,542,service_84.vbs,C:\Recycle Bin\service_84.vbs,81.61,376247878,,
